game_id|final_score
1747|400
1748|677
1749|360
1750|954
1751|697
1752|486
1753|360
1754|1034
1755|976
1756|667
1757|1031
1758|796
1759|320
1760|400
1761|400
1762|400
1763|446
1764|461
1765|581
1766|795
1767|1321
1768|446
1769|480
1770|745
1771|486
1772|486
1773|813
1774|621
1775|673
1776|440
1777|488
1778|360
1779|400
1780|566
1781|400
1782|760
1783|1102
1784|461
1785|574
1786|320
1787|1064
1788|923
1789|831
1790|454
1791|280
1792|451
1793|440
1794|653
1795|1234
1796|492
1797|492
1798|400
1799|526
1800|611
1801|847
1802|748
1803|800
1804|445
1805|446
1806|928
1807|320
1808|655
1809|1543
1810|480
1811|576
1812|1248
1813|1632
1814|1087
1815|978
1816|487
1817|616
1818|445
1819|446
1820|400
1821|445
1822|528
1823|844
1824|927
1825|1599
1826|761
1827|1031
1828|400
1829|619
1830|446
1831|486
1832|1181
1833|580
1834|400
1835|976
1836|400
1837|1366
1838|1123
1839|533
1840|1472
1841|587
1842|1138
1843|491
1844|615
1845|666
1846|664
1847|320
1848|1280
1849|504
1850|719
1851|542
1852|440
1853|876
1854|2685
1855|660
1856|580
1857|1863
1858|657
1859|567
1860|926
1861|491
1862|360
1863|879
1864|487
1865|678
1866|881
1867|1654
1868|709
1869|480
1870|1444
1871|1388
1872|1321
1873|660
1874|793
1875|360
1876|1264
1877|446
1878|573
1879|577
1880|1738
1881|487
1882|803
1883|624
1884|400
1885|735
1886|636
1887|615
1888|360
1889|897
1890|400
1891|672
1892|480
1893|485
1894|440
1895|839
1896|882
1897|1362
1898|565
1899|909
1900|809
1901|621
1902|320
1903|400
1904|628
1905|976
1906|755
1907|534
1908|986
1909|577
1910|447
1911|792
1912|577
1913|502
1914|493
1915|930
1916|440
1917|360
1918|878
1919|796
1920|1070
1921|480
1922|618
1923|2104
1924|805
1925|842
1926|580
1927|448
1928|485
1929|749
1930|666
1931|360
1932|848
1933|878
1934|818
1935|320
1936|360
1937|1497
1938|440
1939|627
1940|527
1941|451
1942|1083
1943|487
1944|440
1945|486
1946|533
1947|488
1948|1139
1949|657
1950|803
1951|487
1952|360
1953|360
1954|606
1955|531
1956|448
1957|528
1958|798
1959|1279
1960|919
1961|1103
1962|400
1963|360
1964|360
1965|801
1966|892
1967|360
1968|493
1969|666
1970|944
1971|786
1972|1532
1973|750
1974|790
1975|1166
1976|1339
1977|878
1978|488
1979|842
1980|852
1981|526
1982|1803
1983|619
1984|447
1985|629
1986|573
1987|746
1988|636
1989|748
1990|620
1991|666
1992|713
1993|486
1994|493
1995|440
1996|792
1997|622
1998|360
1999|440
2000|713
2001|989
2002|1024
2003|620
2004|673
2005|446
2006|400
2007|360
2008|667
2009|1203
2010|571
2011|633
2012|280
2013|487
2014|1067
2015|660
2016|964
2017|320
2018|1075
2019|1190
2020|400
2021|360
2022|360
2023|1299
2024|668
2025|360
2026|709
2027|486
2028|635
2029|1325
2030|400
2031|1020
2032|486
2033|701
2034|706
2035|878
2036|1077
2037|1057
2038|1003
2039|770
2040|748
2041|571
2042|621
2043|700
2044|1203
2045|910
2046|527
2047|486
2048|835
2049|660
2050|360
2051|400
2052|800
2053|700
2054|1154
2055|768
2056|931
2057|966
2058|742
2059|1167
2060|996
2061|670
2062|933
2063|400
2064|1057
2065|360
2066|485
2067|526
2068|440
2069|888
2070|793
2071|400
2072|662
2073|720
2074|406
2075|657
2076|719
2077|814
2078|573
2079|526
2080|699
2081|978
2082|885
2083|880
2084|1498
2085|446
2086|405
2087|667
2088|535
2089|796
2090|440
2091|609
2092|946
2093|665
2094|894
2095|708
2096|525
2097|1335
2098|675
2099|488
2100|810
2101|400
2102|577
2103|360
2104|535
2105|706
2106|1146
2107|666
2108|851
2109|446
2110|400
2111|491
2112|532
2113|400
2114|1187
2115|713
2116|1036
2117|700
2118|769
2119|687
2120|714
2121|2093
2122|664
2123|486
2124|628
2125|1759
2126|320
2127|407
2128|405
2129|918
2130|533
2131|613
2132|573
2133|661
2134|360
2135|975
2136|836
2137|1971
2138|718
2139|969
2140|799
2141|400
2142|884
2143|1187
2144|1512
2145|665
2146|573
2147|845
2148|480
2149|440
2150|884
2151|788
2152|573
2153|406
2154|1008
2155|793
2156|619
2157|487
2158|718
2159|567
2160|360
2161|717
2162|979
2163|878
2164|618
2165|747
2166|485
2167|360
2168|485
2169|440
2170|1080
2171|447
2172|400
2173|1104
2174|400
2175|480
2176|539
2177|621
2178|448
2179|1601
2180|844
2181|360
2182|621
2183|1156
2184|718
2185|1605
2186|1023
2187|1340
2188|624
2189|568
2190|742
2191|360
2192|1041
2193|540
2194|1116
2195|759
2196|701
2197|1424
2198|440
2199|1002
2200|580
2201|618
2202|968
2203|882
2204|492
2205|1327
2206|614
2207|400
2208|867
2209|796
2210|901
2211|629
2212|538
2213|786
2214|360
2215|2118
2216|763
2217|664
2218|847
2219|1337
2220|571
2221|400
2222|400
2223|989
2224|488
2225|280
2226|527
2227|1608
2228|360
2229|666
2230|400
2231|714
2232|440
2233|1413
2234|446
2235|400
2236|573
2237|528
2238|1503
2239|400
2240|530
2241|486
2242|899
2243|447
2244|400
2245|400
2246|576
2247|1370
2248|1322
2249|1118
2250|811
2251|541
2252|1719
2253|1221
2254|1191
2255|841
2256|1292
2257|1744
2258|813
2259|845
2260|717
2261|849
2262|814
2263|707
2264|666
2265|360
2266|1100
2267|746
2268|494
2269|365
2270|360
2271|1087
2272|1072
2273|747
2274|1137
2275|400
2276|805
2277|992
2278|405
2279|677
2280|480
2281|581
2282|626
2283|625
2284|607
2285|624
2286|886
2287|1498
2288|1105
2289|671
2290|885
2291|1239
2292|446
2293|1359
2294|451
2295|526
2296|527
2297|669
2298|660
2299|763
2300|487
2301|946
2302|932
2303|882
2304|620
2305|848
2306|727
2307|627
2308|480
2309|660
2310|788
2311|573
2312|1258
2313|622
2314|585
2315|622
2316|1485
2317|400
2318|673
2319|400
2320|896
2321|528
2322|583
2323|580
2324|1812
2325|1493
2326|1112
2327|1035
2328|662
2329|1285
2330|887
2331|573
2332|1187
2333|486
2334|440
2335|620
2336|532
2337|787
2338|488
2339|704
2340|400
2341|621
2342|360
2343|665
2344|579
2345|406
2346|713
2347|838
2348|567
2349|530
2350|1531
2351|659
2352|446
2353|1102
2354|593
2355|858
2356|528
2357|948
2358|446
2359|360
2360|833
2361|707
2362|1213
2363|703
2364|778
2365|1083
2366|705
2367|533
2368|1134
2369|400
2370|486
2371|405
2372|447
2373|710
2374|1152
2375|880
2376|788
2377|985
2378|733
2379|610
2380|841
2381|668
2382|795
2383|400
2384|440
2385|1173
2386|756
2387|1581
2388|639
2389|933
2390|360
2391|619
2392|653
2393|1312
2394|531
2395|1134
2396|548
2397|884
2398|440
2399|486
2400|799
2401|751
2402|1000
2403|694
2404|616
2405|706
2406|1087
2407|659
2408|440
2409|480
2410|1275
2411|452
2412|365
2413|884
2414|793
2415|625
2416|618
2417|1091
2418|447
2419|725
2420|360
2421|440
2422|624
2423|1209
2424|615
2425|400
2426|448
2427|406
2428|360
2429|447
2430|1343
2431|744
2432|528
2433|1117
2434|1409
2435|320
2436|535
2437|1108
2438|360
2439|1083
2440|659
2441|320
2442|360
2443|794
2444|487
2445|1068
2446|661
2447|493
2448|1071
2449|660
2450|360
2451|1359
2452|486
2453|440
2454|757
2455|486
2456|1477
2457|671
2458|447
2459|488
2460|728
2461|405
2462|931
2463|992
2464|1225
2465|719
2466|527
2467|862
2468|719
2469|406
2470|400
2471|580
2472|405
2473|586
2474|575
2475|445
2476|2752
2477|575
2478|1013
2479|703
2480|1016
2481|833
2482|487
2483|320
2484|619
2485|970
2486|668
2487|572
2488|487
2489|572
2490|1071
2491|907
2492|582
2493|440
2494|657
2495|799
2496|1286
2497|1732
2498|675
2499|574
2500|605
2501|659
2502|1554
2503|501
2504|841
2505|1481
2506|487
2507|571
2508|1111
2509|536
2510|974
2511|1419
2512|533
2513|495
2514|1843
2515|360
2516|454
2517|1013
2518|652
2519|893
2520|487
2521|493
2522|1073
2523|738
2524|1193
2525|2094
2526|446
2527|400
2528|446
2529|1739
2530|400
2531|446
2532|573
2533|526
2534|440
2535|480
2536|406
2537|710
2538|532
2539|485
2540|981
2541|440
2542|798
2543|447
2544|449
2545|840
2546|440
2547|1095
2548|744
2549|711
2550|527
2551|1118
2552|531
2553|320
2554|921
2555|592
2556|1062
2557|693
2558|1105
2559|711
2560|605
2561|701
2562|631
2563|360
2564|526
2565|527
2566|400
2567|535
2568|587
2569|1060
2570|1373
2571|527
2572|535
2573|767
2574|832
2575|440
2576|947
2577|1448
2578|400
2579|320
2580|1747
2581|446
2582|813
2583|1064
2584|660
2585|946
2586|571
2587|486
2588|920
2589|1064
2590|614
2591|702
2592|652
2593|757
2594|400
2595|578
2596|1289
2597|1016
2598|567
2599|360
2600|487
2601|533
2602|581
2603|526
2604|320
2605|1611
2606|480
2607|851
2608|480
2609|588
2610|1158
2611|2283
2612|572
2613|888
2614|1212
2615|360
2616|400
2617|859
2618|360
2619|1170
2620|718
2621|608
2622|1111
2623|544
2624|400
2625|406
2626|1289
2627|817
2628|405
2629|486
2630|360
2631|527
2632|619
2633|616
2634|899
2635|539
2636|833
2637|608
2638|586
2639|440
2640|360
2641|986
2642|776
2643|701
2644|632
2645|584
2646|566
2647|446
2648|620
2649|400
2650|449
2651|533
2652|879
2653|400
2654|2251
2655|628
2656|754
2657|400
2658|534
2659|448
2660|1359
2661|666
2662|675
2663|1246
2664|659
2665|573
2666|583
2667|978
2668|440
2669|446
2670|784
2671|1326
2672|620
2673|445
2674|492
2675|666
2676|400
2677|989
2678|709
2679|708
2680|488
2681|462
2682|536
2683|765
2684|617
2685|400
2686|1348
2687|799
2688|446
2689|527
2690|440
2691|1539
2692|621
2693|662
2694|360
2695|400
2696|669
2697|400
2698|498
2699|613
2700|575
2701|360
2702|400
2703|526
2704|899
2705|568
2706|705
2707|899
2708|574
2709|615
2710|715
2711|1441
2712|496
2713|487
2714|1392
2715|1032
2716|400
2717|360
2718|660
2719|616
2720|998
2721|487
2722|480
2723|567
2724|360
2725|657
2726|835
2727|618
2728|619
2729|760
2730|440
2731|492
2732|1029
2733|360
2734|1069
2735|1625
2736|457
2737|987
2738|709
2739|1225
2740|587
2741|1217
2742|585
2743|1533
2744|400
2745|1786
2746|2251
2747|408
2748|925
2749|531
2750|485
2751|850
2752|527
2753|1022
2754|448
2755|613
2756|1846
2757|905
2758|820
2759|668
2760|633
2761|400
2762|663
2763|1100
2764|1426
2765|360
2766|528
2767|360
2768|897
2769|1326
2770|1180
2771|400
2772|1335
2773|1397
2774|440
2775|807
2776|520
2777|360
2778|1102
2779|617
2780|1239
2781|1241
2782|532
2783|540
2784|480
2785|712
2786|1200
2787|360
2788|526
2789|573
2790|801
2791|488
2792|400
2793|785
2794|1094
2795|2044
2796|537
2797|803
2798|480
2799|531
2800|874
2801|574
2802|664
2803|1082
2804|931
2805|1958
2806|626
2807|659
2808|405
2809|617
2810|723
2811|665
2812|440
2813|1538
2814|1349
2815|1980
2816|845
2817|658
2818|1568
2819|1048
2820|616
2821|755
2822|1062
2823|579
2824|579
2825|1058
2826|1089
2827|534
2828|360
2829|929
2830|1308
2831|798
2832|533
2833|520
2834|747
2835|400
2836|440
2837|400
2838|490
2839|1074
2840|446
2841|360
2842|624
2843|746
2844|868
2845|839
2846|626
2847|360
2848|406
2849|846
2850|811
2851|360
2852|1973
2853|802
2854|664
2855|627
2856|520
2857|626
2858|447
2859|486
2860|751
2861|360
2862|2004
2863|440
2864|538
2865|360
2866|808
2867|690
2868|670
2869|446
2870|800
2871|658
2872|538
2873|406
2874|889
2875|1146
2876|573
2877|573
2878|531
2879|1015
2880|526
2881|1238
2882|579
2883|669
2884|929
2885|977
2886|748
2887|567
2888|794
2889|847
